coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Fri Jun 04 15:00:49 +0000 2021,StudioRN Kowaliński Konfederacja,,,0,1400829903591854083,,,,pl,,,,5,1400829698486063107,RuchNarodowy,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","💬@AKowalinski prezes RN Warszawa: Profanacje i ataki na katolików ciągle trwają! 

#StudioRN 
#Kowaliński 
#Konfederacja 🇵🇱

https://t.co/n2sMsuAz1o",https://twitter.com/d3bil0x/status/1400829903591854083,Sun May 24 20:01:26 +0000 2015,3297039568,false,"Gab: https://t.co/1roDJ9ztKT
Parler: https://t.co/nNx7Qepysw
..
Socjotechnika w dobie covidiozy motorem wyszczepiennego postępactwa.
..
PiS-PO itp. jedno zło, wyp...",119312,1415,1783,1,Poland,Bożydar Siepacz 🇵🇱,d3bil0x,64424,,,false
,Fri Jun 04 15:34:48 +0000 2021,,,,0,1400838456276918278,,,,pl,,,,0,,,"<a href=""https://frogthegambler.com"" rel=""nofollow"">live scores ftg</a>","GOAL! Ursus Warszawa in Poland 3. Liga
Ursus Warszawa 1-0 Huragan Morąg
GOAL! SalPa in Finland Kakkonen
SalPa 1-0 HJS Akatemia",https://twitter.com/ftg_soccer/status/1400838456276918278,Sat Feb 23 20:23:00 +0000 2019,1099404276114358272,false,Live updates and previews for 100s of football competitions. Automated scores so occasionally has mistakes. 18+,371,6120,1,31,Lon,Football Live Scores,ftg_soccer,620335,,http://www.frogthegambler.com,false
,Fri Jun 04 15:00:23 +0000 2021,,,,0,1400829794598666245,,,,pl,,,,1,1400750581233369089,sejmowa,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Scena 50. Pogrzeb Jarosława Kaczyńskiego. Polska jest wreszcie bezpieczna i katolicka. 2030. Warszawa, Powązki, Krematorium im. Mateusza Morawieckiego. Fabularyzowane. https://t.co/ugQdFjGTc0",https://twitter.com/marek14618246/status/1400829794598666245,Wed Nov 18 17:55:16 +0000 2020,1329120958108626944,true,"Gdy wziąć pod uwagę wykształcenie, PiS zdecydowanie zwyciężył wśród wyborców po podstawówce (63,8 proc.) i zawodówce (63,9 proc.).",14519,89,402,0,,marek,marek14618246,5346,,,false
,Fri Jun 04 15:12:26 +0000 2021,,,,0,1400832826812121093,,,,pl,,,,18,1400828074053320704,PolskaNormalna,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Warszawa 04-06-2021
Bojówki OrdoZjebów w akcji.
Ta sekta jest groźniejsza od naziolstwa ONR-owców. https://t.co/l6V6hRbp1M",https://twitter.com/tokmada/status/1400832826812121093,Thu Mar 08 16:03:40 +0000 2018,971778484950458368,false,"Podłego ""sortu"" wywrotowiec, przekorny antypislamista, serce - o ile je mam - po lewej stronie! 🇵🇱🇪🇺🇬🇷 Byłem w # SilniRazem",192075,7843,7266,7,Poland,tokmada,tokmada,109080,,,false
,Fri Jun 04 14:39:29 +0000 2021,,,,0,1400824535499280386,trzaskowski_,1400817011056336906,370112160,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@trzaskowski_ @Tsihanouskaya @M_K_Blonska @EDGrupinska @warszawa Pieknie p.Prezydencie, wspaniala inicjatywa w centrum Warszawy obejrze napewno .🙂💙✌️",https://twitter.com/Krystyn01906241/status/1400824535499280386,Sat Jul 27 13:22:01 +0000 2019,1155106063127130113,false,muzyka  tenis-Roger Federer,8120,33,3,0,Warszawa,Krystyna,Krystyn01906241,748,,,false
,Fri Jun 04 15:28:16 +0000 2021,,,,0,1400836809525968896,,,,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@GrzegorzKwartni @Jola79113776 @trzaskowski_ @warszawa @M_K_Blonska @EDGrupinska ale ci się pierdoli w tej prawicowej łepetynie,https://twitter.com/mirek65038903/status/1400836809525968896,Tue Sep 22 18:04:31 +0000 2020,1308467105919102977,true,,1938,3,54,0,,mirek,mirek65038903,1365,,,false
,Fri Jun 04 15:08:32 +0000 2021,,,,0,1400831842668982286,,,,pl,,,,45,1400791278095306755,MichalSzczerba,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Warszawa 4 czerwca. Z liderką demokratycznej Białorusi @Tsihanouskaya przy fragmencie muru berlińskiego. Symboliczne! Bo przyjdzie czas, gdy mury runą na Białorusi i pogrzebią autorytarny świat. Czekamy na to bardzo, wspierając #WolnaBiałoruś. 💪🤝 #ŚwiętoWolności https://t.co/FZeyFT8002",https://twitter.com/Hillview56/status/1400831842668982286,Sat May 10 08:13:57 +0000 2014,2538640486,false,"Guitars/Historian/Psychology/Martial Arts/Love family, friends & the positivity in LEEF by Laura ❤Maaskant. #StandWithBelarus. #StandWithUkraine🇺🇦🇺🇦",64500,237,825,1,"The Hague, Holland.",Hillview🇮🇩🇳🇱🇺🇦Holland❤StandWithBelarus 🤍❤💙,Hillview56,39940,,,false
,Fri Jun 04 15:19:37 +0000 2021,,,"http://m.in https://wydarzenia.interia.pl/polska/news-warszawa-odslonieto-pomnik-solidarnosci-swietlana-cichanousk,nId,5276601",1,1400834632153718786,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","W uroczystości wzięła udział https://t.co/V8xUzplBxK. Cichanouska.
https://t.co/aTfdxc4tm3",https://twitter.com/Int_Wydarzenia/status/1400834632153718786,Tue May 12 11:37:57 +0000 2009,39480709,false,"Najnowsze i najważniejsze wiadomości ze świata polityki, gospodarki, kultury i sportu",436,62514,405,297,"Kraków, Poland",Interia,Int_Wydarzenia,128982,,http://wydarzenia.interia.pl,false
,Fri Jun 04 15:13:34 +0000 2021,,,,0,1400833111592669190,,,,pl,,,,3,1400576569110937600,obpowsin,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","W weekend 26 - 27.06 zapraszamy na spacer z przewodnikiem pt.: ""Ptasim szlakiem"" 🙂

Informacje i zgłoszenia uczestnictwa ➡️ spacery@obpan.pl

#obpowsin #spacer #ptaki #ogródbotaniczny #Warszawa #ursynów #powsin https://t.co/JkAvHy9t5r",https://twitter.com/GreatGreyTryjan/status/1400833111592669190,Fri Mar 10 16:58:21 +0000 2017,840245450720583681,false,@izpuls @EuroJEcology #ecology #zoology #enology #birds views own #OnlyHuman #ptaki #psychika #zdrowie,10076,1021,492,13,"Poznań, Polska",Piotr Tryjanowski,GreatGreyTryjan,9204,,https://scholar.google.pl/citations?user=ACE29vIAAAAJ&hl=en,false
,Fri Jun 04 14:53:31 +0000 2021,,https://twitter.com/piekoshevski/status/1400828064096002049/photo/1,,22,1400828064096002049,,,,pl,,false,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",To właśnie w tym miejscu przedwojenna Warszawa styka się z powojenną Warszawą https://t.co/hT1S8ThXu2,https://twitter.com/piekoshevski/status/1400828064096002049,Tue Jul 09 21:15:28 +0000 2013,1581474709,false,"Lubię gdy budynki są piękne, a gospodarka centralnie planowana
he/him",87004,2146,759,11,"Warszawa, Polska",Jakub 💙💛,piekoshevski,23010,,,false
,Fri Jun 04 14:40:00 +0000 2021,,,,5,1400824661852704770,trzaskowski_,1400817002290323464,370112160,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@trzaskowski_ @warszawa @M_K_Blonska @EDGrupinska Tylko Solidarność może nas uratować. Solidarność Obywatelska.✌️,https://twitter.com/Izabela12671885/status/1400824661852704770,Tue Oct 03 18:31:34 +0000 2017,915283198472593408,false,"Nie znając ani kierunku, ani celu podróży, nie dostaniesz biletu
Les Brown
#GorszySort  #SilniRazem #WolneMedia✌️",429784,4716,4314,55,,Izabelanow #StrajkKobiet ⚡#SilniRazem 🇵🇱🇪🇺🇺🇦,Izabela12671885,130577,,,false
,Fri Jun 04 15:25:52 +0000 2021,,,,0,1400836207584628740,,,,pl,,,,18,1400828074053320704,PolskaNormalna,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Warszawa 04-06-2021
Bojówki OrdoZjebów w akcji.
Ta sekta jest groźniejsza od naziolstwa ONR-owców. https://t.co/l6V6hRbp1M",https://twitter.com/Ela32648496/status/1400836207584628740,Thu Jan 04 19:31:34 +0000 2018,949000371615215617,false,,135423,727,786,0,"Kraków, Polska",Ela,Ela32648496,112267,,,false
,Fri Jun 04 14:40:16 +0000 2021,,,,0,1400824729221611520,trzaskowski_,1400751844415225857,370112160,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@trzaskowski_ @Tsihanouskaya @warszawa Ciekawe za co człowieku macie im mieszkania przyznawać ? Może jeszcze za darmo im mieszkania przypisujecie,https://twitter.com/Kamilek01/status/1400824729221611520,Fri Apr 09 12:30:48 +0000 2021,1380498327825960962,false,23303,17,4,16,0,,Shadow,Kamilek01,904,,,false
,Fri Jun 04 15:21:39 +0000 2021,,,,0,1400835145930788865,,,,pl,,,,4,1400775138862317570,WitoldUrbanowic,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tramwaje Warszawskie otworzyły oferty na nową zajezdnię Annopol dla ponad 150 tramwajów. Najtańsze oferty niemal dwukrotnie przewyższają zaplanowany budżet, określony na ok. 400 mln zł. Nadzieję daje jeszcze aukcja elektroniczna w kryterium ceny:  https://t.co/EbFt42CI7R https://t.co/8dIwmhltz4",https://twitter.com/Lukasz_Malin/status/1400835145930788865,Fri Jan 03 17:45:46 +0000 2014,2274845946,false,"Redaktor naczelny/ dziennikarz w ZDG TOR. 
#mobilność #transport #infrastruktura
@RynekKolejowy, @RInfrastruktury, @TrnsprtPblczn @RynekLotniczy.",21200,3164,900,34,Warszawa,Lukasz Malinowski,Lukasz_Malin,16124,,http://www.rynek-kolejowy.pl,false
,Fri Jun 04 15:18:06 +0000 2021,,,,0,1400834250618900483,,,,pl,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",warszawa,https://twitter.com/emajoteweska/status/1400834250618900483,Fri Nov 30 06:40:39 +0000 2018,1068394356388884480,false,,5845,16,46,0,"Rome, Italy",m¡la,emajoteweska,1772,,,false
,Fri Jun 04 15:02:30 +0000 2021,,,https://tvn24.pl/tvnwarszawa/najnowsze/warszawa-park-im-edwarda-rydza-smiglego-zabytkiem-5112668,5,1400830326939729924,,,,pl,,false,,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Park został otwarty dla mieszkańców w 1955 roku.

https://t.co/WwtrLL7hJC",https://twitter.com/tvnwarszawa/status/1400830326939729924,Tue May 12 19:02:00 +0000 2009,39568364,false,"Najszybsze informacje i zawsze aktualny serwis wideo z Warszawy.

Członek rodziny @tvn24.",10,334535,21,427,Warszawa,TVN Warszawa,tvnwarszawa,86124,,http://www.tvnwarszawa.pl,true
,Fri Jun 04 15:35:47 +0000 2021,,https://twitter.com/Tomasz_Walczak/status/1400838699928129536/photo/1,,4,1400838699928129536,galopujacymajor,,86394645,pl,,false,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@galopujacymajor sobie gdzieś tam libkuje poza Warszawą, a ja siedząc w domu osiągam wyżyny dziderskości 🤟 https://t.co/I9aIfyf1ZG",https://twitter.com/Tomasz_Walczak/status/1400838699928129536,Tue Feb 11 21:14:29 +0000 2014,2339158777,false,"Dziennikarz działu Opinie Super Expressu. Mówię, co wiem. Wiem, co mówię. A że dużo wiem, to dużo mówię. Zawsze we własnym imieniu.",23733,5631,1779,50,Warszawa,Tomasz Walczak,Tomasz_Walczak,31835,,http://se.pl,false
,Fri Jun 04 15:34:43 +0000 2021,,,"https://ipn.gov.pl/pl/aktualnosci/40962,Promocja-albumu-General-Jozef-Haller-18731960-Warszawa-22-lipca-2017.html https://twitter.com/WBH_2016/status/1400679959170109444",6,1400838431677292551,,,,pl,,false,1400679959170109444,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","61 lat temu zmarł gen. Józef Haller. 
IPN i WBH polecają album poświęcony Józefowi Hallerowi: https://t.co/1jhOdzPKfe https://t.co/n23o8tsYgi",https://twitter.com/RODMwSzczecinie/status/1400838431677292551,Mon Apr 08 07:54:19 +0000 2019,1115160931481325568,false,"Regionalny Ośrodek Debaty Międzynarodowej w Szczecinie, projekt współfinansowany przez Ministerstwo Spraw Zagranicznych.",15531,698,2446,2,"Szczecin, Poland",Regionalny Ośrodek Debaty Międzynarodowej Szczecin,RODMwSzczecinie,3447,,http://www.rodm-szczecin.pl,false
,Fri Jun 04 15:22:31 +0000 2021,,,,2,1400835363925602305,WojciechMucha,1400729575001362436,361233603,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@WojciechMucha No tak... Warszawa jest przecież oddzielnym niezależnym bytem w tym biało-czerwonym... Nie ma co się czepiać toż to prezydent ""niezależnej enklawy"" w ""tym kraju"".",https://twitter.com/Jacek01764090/status/1400835363925602305,Sat Jun 30 21:48:59 +0000 2018,1013177604516536320,false,,5452,70,262,0,,Jacek,Jacek01764090,2632,,,false
,Fri Jun 04 15:42:32 +0000 2021,4czerwca,,,0,1400840399430750208,,,,pl,,,,62,1400817002290323464,trzaskowski_,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#4czerwca, w rocznicę pierwszych częściowo wolnych wyborów 1989 r., w święto @warszawa odsłoniliśmy pomnik „Solidarności”- wielkiego ruchu odnowy, który kiedyś dał początek naszej wolności. Ale solidarność to coś więcej. To wartość, która wciąż pomaga nam przetrwać trudne czasy. https://t.co/yNK9KO0grA",https://twitter.com/AwMirasM11/status/1400840399430750208,Wed Apr 08 09:06:40 +0000 2020,1247812991996788736,false,"#SilniRazem 💪💪💪Zawsze jestem sobą. Zwariowany😂Nie cierpię kłamstwa.
Gorszy Sort 💪 trolle PIS-owskie Won🖕
Dość władzy PiS 🖕",19712,717,1015,0,"Małopolskie, Polska",Mirosław.M♏🇵🇱🇪🇺 ⚡🌈✌️✌️✌️,AwMirasM11,22376,,,false
,Fri Jun 04 14:37:26 +0000 2021,4czerwca,,,0,1400824016760356865,,,,pl,,,,62,1400817002290323464,trzaskowski_,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#4czerwca, w rocznicę pierwszych częściowo wolnych wyborów 1989 r., w święto @warszawa odsłoniliśmy pomnik „Solidarności”- wielkiego ruchu odnowy, który kiedyś dał początek naszej wolności. Ale solidarność to coś więcej. To wartość, która wciąż pomaga nam przetrwać trudne czasy. https://t.co/yNK9KO0grA",https://twitter.com/NoFutue_2036/status/1400824016760356865,Mon Apr 26 11:59:45 +0000 2021,1386650988149420032,false,"🇩🇪🤝 ✊Выражаю мысли своего кота. За «кацапов, хохлов, русню», хейт и ненависть по нац признаку - ЧС без предупреждения",5516,1153,647,17,,"Феофан, дьяк посольского приказа",NoFutue_2036,15801,,,false
,Fri Jun 04 14:28:39 +0000 2021,4czerwca,,,0,1400821808027287553,,,,pl,,,,62,1400817002290323464,trzaskowski_,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#4czerwca, w rocznicę pierwszych częściowo wolnych wyborów 1989 r., w święto @warszawa odsłoniliśmy pomnik „Solidarności”- wielkiego ruchu odnowy, który kiedyś dał początek naszej wolności. Ale solidarność to coś więcej. To wartość, która wciąż pomaga nam przetrwać trudne czasy. https://t.co/yNK9KO0grA",https://twitter.com/corpomeow/status/1400821808027287553,Mon Jul 13 15:38:46 +0000 2020,1282700943751098369,false,Cogito ergo sum,117689,224,217,10,,Corpomeow,corpomeow,69345,,,false
,Fri Jun 04 15:02:04 +0000 2021,WARSZAWA MAPA Korkometr Traffic AutoMapaAlert Korek Utrudnienia KorkometrWARSZAWA,https://twitter.com/AutoMapa/status/1400830216289857539/photo/1,,0,1400830216289857539,,,,pl,,false,,0,,,"<a href=""https://www.korkometr.pl"" rel=""nofollow"">KorkometrPL</a>","#WARSZAWA
Aktualna #MAPA korków przekraczających 10 minut

⚠️ #Korkometr: 3/12
🕔 Godzina: 17:00

#Traffic #AutoMapaAlert #Korek #Utrudnienia #KorkometrWARSZAWA
.@tvnwarszawa .@rdcpolskieradio .@GazetaStoleczna https://t.co/lzuRn9jayy",https://twitter.com/AutoMapa/status/1400830216289857539,Thu Apr 23 08:29:11 +0000 2009,34567578,false,"Oficjalny profil AutoMapy - najpopularniejszego polskiego programu do nawigacji. Ominiemy z Tobą korki, ostrzeżemy przed radarami. #Korkometr #Nawigacja #AutoCB",439,1906,139,18,Polska,AutoMapa,AutoMapa,62353,,https://www.automapa.pl,false
,Fri Jun 04 15:05:52 +0000 2021,,,,0,1400831172222099459,trzaskowski_,1399809265272037377,370112160,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@trzaskowski_ @warszawa Podpisał bym petycję żeby ciebie zlikwidować z politycznego życia,https://twitter.com/PawelK1984/status/1400831172222099459,Thu Jun 15 19:23:35 +0000 2017,875433624627269633,false,,1357,170,528,1,,Paweł,PawelK1984,7359,,,false
,Fri Jun 04 15:00:00 +0000 2021,StudioRN Kowaliński Konfederacja,,https://www.youtube.com/watch?v=7USScPgPUsg,10,1400829698486063107,,,,pl,,false,,5,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","💬@AKowalinski prezes RN Warszawa: Profanacje i ataki na katolików ciągle trwają! 

#StudioRN 
#Kowaliński 
#Konfederacja 🇵🇱

https://t.co/n2sMsuAz1o",https://twitter.com/RuchNarodowy/status/1400829698486063107,Mon Jan 28 10:03:31 +0000 2013,1127590182,false,Oficjalny profil Ruchu Narodowego - jedynej narodowej partii w Polsce. Kontynuujemy ponad 130-letnią tradycję obozu narodowego. Współtworzymy @KONFEDERACJA_🇵🇱,36344,59877,583,180,,Ruch Narodowy,RuchNarodowy,52737,,http://ruch-narodowy.pl,false
,Fri Jun 04 14:34:06 +0000 2021,,,,0,1400823178964910084,,,,pl,,,,729,1400536352609931268,indyferentna,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","❗KOCHANI, WAŻNE❗
jeśli macie taką możliwość, zróbcie zakupy u Pani Kasi. spróbujmy uratować ten sklep zoologiczny! 
adres: Warszawa, ul. Czerniakowska 22 https://t.co/ASSCUU3kwl",https://twitter.com/duskypatti/status/1400823178964910084,Thu Jan 29 20:02:52 +0000 2015,3002236615,false,"she/her | 99 liner | INFP | stay | villain
not following minors/people without age info",5627,318,411,8,,patti,duskypatti,10335,,,false
,Fri Jun 04 15:24:49 +0000 2021,Warszawa,,,0,1400835940898197514,,,,pl,,,,381,1400155845044867072,dziadkowiebiz,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UWAGA #Warszawa Bułgarska 2/4

Pan Grzegorz przez wiele lat w tym samym miejscu prowadził punkt naprawy obuwia. Po zlikwidowaniu bazarku na Sadybie właściciel musiał zmienić lokalizację. Jest mistrzem w swoim fachu i potrafi uratować każde buty. Koniecznie do niego zajrzyjcie! https://t.co/GoK93cfS4L",https://twitter.com/sightlybutera/status/1400835940898197514,Thu Aug 01 14:16:46 +0000 2013,1638086846,false,fan account,7133,2097,1776,20,she/her,karolina,sightlybutera,152030,,,false
,Fri Jun 04 15:30:24 +0000 2021,Jadę12czerwca,,https://youtu.be/tQN_hYg1h_U,0,1400837346644402176,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Bądź tam z nami! 12.06.2021 Warszawa / #Jadę12czerwca https://t.co/BkrpfWXX9b przez @YouTube,https://twitter.com/PostawNaWolnosc/status/1400837346644402176,Sun Nov 04 21:06:42 +0000 2018,1059190220292349953,false,Paweł Januszek / Postaw Na Wolność dziennikarstwo obywatelskie https://t.co/cTafzSUncV,1081,575,1011,2,"Lubelskie, Polska",Paweł Januszek / Radio Postaw Na Wolność / #GOlop,PostawNaWolnosc,2246,,http://postawnawolnosc.pl,false
,Fri Jun 04 14:58:04 +0000 2021,,,"https://warszawa.wyborcza.pl/warszawa/7,54420,27160758,krzyk-i-odsloniete-dekolty-kobiet-w-centrum-warszawy-dla-bialorusi.html#a=338&c=143",0,1400829208633483269,,,,pl,,false,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Fajne Cycki trzeba pokazywać !
https://t.co/b4ImnnLNbu",https://twitter.com/PrawdaJan/status/1400829208633483269,Thu Mar 09 13:42:22 +0000 2017,839833743015673856,false,"Wybory prezydenckie 12.07.2020 Niedziela
Duda - 51,03 % (10 mln 440 tys. 648 głosów)
Trzaskowski - 48,97 % (10 mln 18 tys. 263 głosów)
Nowa Solidarność 2020",5870,460,1176,3,,Łanmen,PrawdaJan,36157,,,false
,Fri Jun 04 15:38:29 +0000 2021,,,,0,1400839381209030670,,,,pl,,,,18,1400828074053320704,PolskaNormalna,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Warszawa 04-06-2021
Bojówki OrdoZjebów w akcji.
Ta sekta jest groźniejsza od naziolstwa ONR-owców. https://t.co/l6V6hRbp1M",https://twitter.com/PskiMarcin/status/1400839381209030670,Fri Apr 21 10:16:33 +0000 2017,855364626191716352,false,"🇵🇱🇪🇺
Obywatel Polski, patriota, dumny za życia.
#MojezycieNIEwasze",136676,694,689,1,"Poznań, Polska",Marcin Podborski 🇵🇱 #MostyMiędzyNami,PskiMarcin,50185,,,false
,Fri Jun 04 14:48:24 +0000 2021,Warszawa Solidarności,,,0,1400826778889994240,,,,pl,,,,1,1400794362825560068,RKaznowska,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",4 czerwca w rocznicę częściowo wolnych wyborów i Święto #Warszawa odsłoniliśmy pomnik #Solidarności. W tym symbolicznym dniu była z nami Pani @Tsihanouskaya. Niech ten pomnik przypomina nam o solidarności ludzi i narodów bo „nie ma wolności bez solidarności”. https://t.co/SO7bkdUhnL,https://twitter.com/AKTYWNAWARSZAWA/status/1400826778889994240,Wed Mar 27 09:03:08 +0000 2013,1306967120,false,"Oficjalny profil Stołecznego Centrum Sportu AKTYWNA WARSZAWA. 
Organizujemy biegi, turnieje, dbamy o najmłodszych. Sprawdź, co dla Ciebie mamy, odwiedź Ośrodki.",3544,1456,215,11,"Warszawa, Polska",AKTYWNA WARSZAWA,AKTYWNAWARSZAWA,3804,,http://www.aktywnawarszawa.pl,false
,Fri Jun 04 15:45:39 +0000 2021,,,"https://warszawa.wyborcza.pl/warszawa/7,54420,27157444,warszawskie-puby-przygotowuja-sie-na-euro-2020-na-przeszkodzie.html",0,1400841186005356546,,,,pl,,false,,1,1400840655757250565,GazetaStoleczna,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","https://t.co/3TSBVAk63h
Puby i restauracje już przygotowują się do przyjęcia kibiców.",https://twitter.com/gazeta_wyborcza/status/1400841186005356546,Mon Jan 19 10:38:55 +0000 2009,19179390,false,Oficjalne konto Gazety Wyborczej. Agora S.A. przetwarza dane w związku z prowadzeniem profilu. Więcej: https://t.co/v45sKvG0i5,15595,896193,594,1658,Warszawa + 32 miasta,Gazeta Wyborcza.pl,gazeta_wyborcza,236360,,http://www.wyborcza.pl,true
,Fri Jun 04 14:34:47 +0000 2021,,,,4,1400823350885335042,trzaskowski_,1400817002290323464,370112160,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@trzaskowski_ @warszawa @M_K_Blonska @EDGrupinska Takie one wolne jak Wisła wolna od ścieków z Czajki,https://twitter.com/1980adm/status/1400823350885335042,Tue May 27 22:26:12 +0000 2014,2567954247,true,,7676,27,555,0,Wwa,Adam,1980adm,1343,,,false
,Fri Jun 04 14:57:22 +0000 2021,,,,0,1400829035404578823,,,,pl,,,,18,1400828074053320704,PolskaNormalna,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Warszawa 04-06-2021
Bojówki OrdoZjebów w akcji.
Ta sekta jest groźniejsza od naziolstwa ONR-owców. https://t.co/l6V6hRbp1M",https://twitter.com/proeuropejczyk/status/1400829035404578823,Tue Jan 31 17:26:01 +0000 2012,479696681,false,Robię swoje i kocham wolność✌️Polska liderem Europy 🇵🇱🇪🇺,29333,525,1000,0,,Polak 🇵🇱🇪🇺,proeuropejczyk,22754,,,false
,Fri Jun 04 15:39:15 +0000 2021,,,,0,1400839575338205185,,,,pl,,,,5,1400818447760642052,AldonaMachnow1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","U boku wyjątkowych gości odsłoniliśmy w @warszawa pomnik „Solidarności” - symbol najważniejszych wydarzeń w powojennej Polsce. Ten dzień jest tym bardziej szczególny, że wraz z @trzaskowski_, członkiniami komitetu honorowego, pomnik odsłoniła prezydent-elekt @Tsihanouskaya. https://t.co/J1uzMCgNLf",https://twitter.com/mmarcinkiewicz/status/1400839575338205185,Tue Apr 06 23:52:37 +0000 2010,130318842,false,:),11303,2008,693,38,Warszawa / Szczecin,Michał Marcinkiewicz,mmarcinkiewicz,7994,,,false
,Fri Jun 04 15:38:12 +0000 2021,,,,0,1400839310744686593,,,,pl,,,,2,1400102679171547136,Muzeumpoznan,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jeśli nie mają jeszcze Państwo planów na długi weekend to serdecznie zapraszamy do odwiedzin @Muzeumpoznan na wystawę czasową:
""Polscy kryptolodzy 1918-1945"" #CentralnejBibliotekiWojskowej w @warszawa
https://t.co/08DRfXuLlj
#enigma
#kryptolodzy 
#Zygalski #Rejewski #Różycki https://t.co/YzAapqauXo",https://twitter.com/MariuszWisniews/status/1400839310744686593,Sun Aug 21 17:55:54 +0000 2011,359497151,false,Zastępca Prezydenta Miasta Poznania,34792,2208,605,8,"Poznan, Poland",Mariusz Wiśniewski,MariuszWisniews,8276,,http://mariuszwisniewski.pl,false
,Fri Jun 04 14:58:05 +0000 2021,,,,0,1400829213234630658,,,,pl,,,,144,1400751844415225857,trzaskowski_,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dziś z prezydent-elekt @Tsihanouskaya mówiliśmy o pomocy dla Białorusi. Jako samorządowcy pomagamy jak możemy – przekazujemy informacje, wspieramy organizacje białoruskie. Pomagamy też Białorusinom, których w @warszawa jest najwiecej, np. przyznając mieszkania. https://t.co/3lUibemkLj",https://twitter.com/a_ferens/status/1400829213234630658,Sat Mar 02 09:27:33 +0000 2013,1233812222,false,,123213,439,190,0,,Aleksander Ferens,a_ferens,118449,,,false
